This table- ,TestSchema,., RISK, contains column named - , ACCEPTANCE, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-,Use to indicate whether the residual risk is acceptable and if not what treatment is appropriate., [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , FRQNCY, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Frequency, [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , FRONCY NEW, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-,The frequency at which the control operates, [NULL],,,,
This table- ,TestSchema,., PROCESS, contains column named - , FSLI, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, FSLI, [NULL],,,,
This table- ,TestSchema,., ENTITY, contains column named - , FUFNLRTNG, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on ,ENUMVALID,This column describes-, This is only displayed for Branch Type = Complex, [NULL],,,,
This table- ,TestSchema,., CONTROL, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., EMPLOYEE, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., ENTITY, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., ACTIONPLAN, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not, a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., ASSOCTYPE, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., COMMENT, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., ISSUE, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource Full Path, [NULL],,,,
This table- ,TestSchema,., PROCESS, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , FULL_PATH, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource Full Path, [NULL],,,,
This table- ,TestSchema,., ENTITY, contains column named - , FUREVDT, of datatype - , TIMESTAMP,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Automatically populated by the Summary of Findings Helper., [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GROUPEDID, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Grouped ID, [NULL],,,,
This table- ,TestSchema,., ISSUE, contains column named - , GROUPEDID, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Grouped ID, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , GROUPEDID, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Grouped ID, [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GROUPEDNAME, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Grouped Name, [NULL],,,,
This table- ,TestSchema,., ISSUE, contains column named - , GROUPEDNAME, of datatype - , VARCHAR,. This is , not, a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Grouped Name, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , GROUPEDNAME, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Grouped Name, [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GROUPVALIDATIONCOMPL00, of datatype - , TIMESTAMP,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,CVR \\, Review Completion Date, [NULL],,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GROUPVALIDATIONCOMPLET, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,CVR \\, Review Completed by, [NULL],,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GROUPVALIDATIONID, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,CVR \\, Review id, [NULL],,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GRPIDGRPNAME, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Grouped ID / Grouped Name, [NULL],,,,
This table- ,TestSchema,., ISSUE, contains column named - , GRPIDGRPNAME, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Grouped ID / Grouped Name, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , GRPIDGRPNAME, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Grouped ID / Grouped Name, [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GRPIDNAMEHLPRURL, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Grouped ID / Grouped Name Helper Link, [NULL],,,,
This table- ,TestSchema,., ISSUE, contains column named - , GRPIDNAMEHLPRURL, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Grouped ID / Grouped Name Helper Link, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , GRPIDNAMEHLPRURL, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Grouped ID / Grouped Name Helper Link, [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GRPVALNAME, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Group Validation name ex CVR_1234\\, R-1234, [NULL],,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GRPVLDCMPLBY, of datatype - , VARCHAR,. This is , not. , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, [NULL] , [NULL],,,,
This table- ,TestSchema,., CONTROLINSTANCE, contains column named - , GRPVLDCMPLDT, of datatype - , TIMESTAMP,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, [NULL], [NULL],,,,
This table- ,TestSchema,., CONTROL, contains column named - , HANDOFF_FROM, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, [NULL], [NULL],,,,
This table- ,TestSchema,., CONTROL, contains column named - , HANDOFF TO, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL] ,This column describes-,Handoff_To, [NULL],,,,
This table- ,TestSchema,., AUDITABLEENTITY_ASSOCTY, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., AUDITPROGRAM_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., CONTROLASMNT_ASSOCTY, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., CONTROLOUTCOME_ASSOC, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., CONTROLRECORD_ASSOCT, contains column named - ,HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , (NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., CONTROLTRIGGER_ASSOC, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., CONTROL _ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ENTITY_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., IMPACTANALYSIS_ASSOC, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,.,ACTIONPLAN ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., DATAISSUE_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., FINDING_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., INCIDENT_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_FILE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_IMPACTANALYSIS_MS, contains column named - ,HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_LINK, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_ACTIONPLAN, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_COMMENT, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_DATACONCEPT, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_DGCPDI, contains column named - ,HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_DGCPOLICYGAPS, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_INCIDENT, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_LINKEDENTITY, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_SAD, contains column named - ,HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_TAI, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., ISSUE_SUPPLIER_MS, contains column named - ,HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., REGASSESSMENT_ASSOCT, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., REGFINDING_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,.,REGMEETING ASSOCTYPE, contains column named - , HIER INSTANCE ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., REGTASK_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., SAD_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., PROCESS_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., RISKASSESSMENT_ASSOCTYP, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,.,RISK_ASSOCTYPE, contains column named - , HIER_INSTANCE ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., TESTRESULT_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., TEST_ASSOCTYPE, contains column named - , HIER_INSTANCE_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Hierarchy Instance ID,4,,,,
This table- ,TestSchema,., CONTROL, contains column named - , HIGHFUNCDESC, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,High Impact Function Description, [NULL],,,,
This table- ,TestSchema,., CONTROL, contains column named - , HIGHFUNCPRE, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,High Impact Function Prefix, [NULL],,,,
This table- ,TestSchema,., ENTITY, contains column named - , IAT_ORGROLLUPFLAG, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-, Issues and Actions Workstream - Organization Roll Up Flag for Entitlements, [NULL],,,,
This table- ,TestSchema,., IMPACTANALYSIS_ASSOC, contains column named - , IMPACTANALYSIS_MS_ID, of datatype - , DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , TestSchema,., IMPACTANALYSIS_MS, on , IMPACTANALYSIS_MS_ID,This column describes-,Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_IMPACTANALYSIS_MS, contains column named - , IMPACTANALYSIS MS_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,., IMPACTANALYSIS_MS, on , IMPACTANALYSIS MS_ID,This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., IMPACTANALYSIS ASSOC, contains column named - , IMPACTANALYSIS_MS_ID, of datatype - ,DECFLOAT,. This is , [NULL], a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Resource ID,1,,,,
This table- ,TestSchema,., ISSUE_IMPACTANALYSIS_MS, contains column named - , IMPACTANALYSIS_MS_ID, of datatype - ,DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Resource ID,2,,,,
This table- ,TestSchema,., ISSUE, contains column named - , IMPCTDLEGALENTITY, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Legal Entity, [NULL],,,,
This table- ,TestSchema,., ACTIONPLAN, contains column named - , IMPCTDORG, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,The organization that will have their BAU environment interrupted in any form either during the remediation effort or by new processes or control, [NULL],,,,
This table- ,TestSchema,., ISSUE, contains column named - , IMPCTDORG, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,The Organizations that are Impacted by the existence of an Issue\\, and therefore could be adversely affected by the realization of the Risk associated with the Issue., [NULL],,,
This table- ,TestSchema,., ISSUE, contains column named - , IMPCTTYPE, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-, [NULL] , [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , INCDNTDTOCC, of datatype - , TIMESTAMP,. This is , not, a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Date of Occurrence of the RECAp incident., [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , INCDNTID, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Incident Reference Id (ReCAP), [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , INCDNTIDURL, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Incident ID (hyperlink) from RECAp, [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , INCDNTNM, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Incident Name from ReCAP, [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , INCDNTPRCSSORG, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Process Organization of the incident from RECAp., [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , INCDNTRPTNGORG, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Reporting Organization of the incident from RECAp., [NULL],,,,
This table- ,TestSchema,., INCIDENT, contains column named - , INCDNTSTTS, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Status of the incident from RECAp, [NULL],,,,
This table- ,TestSchema,., CONTROL, contains column named - , INFO_PROCESS OBJ, of datatype - , VARCHAR,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, [NULL], [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_FREQUENCY, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Use to measure the number of times within a reporting year that this risk is likely to occur before controls are applied. Enter a numeric value. For example\\, the number 1 would indicate once a year\\, 2 for twice a year. This value is used to compute the I\\, [NULL],,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_IMPACT, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-, Use to capture the degree of severity of the risk if not mitigated by adequate and effective controls., [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_LIKELIHOOD, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-, Use to capture the probability of this risk occurring if not mitigated by adequate and effective controls., [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_RISK_EXPOSURE, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, This is a read only field which is set to the combination of the Inherent Frequency and Inherent Severity of this risk materializing., [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT RISK EX BA, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , (NULL],This column describes-,Base Currency Amount, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_RISK_EX_BC, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-,Base Currency code of the amount, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT RISK EX ER, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Exchange Rate, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_RISK_EX_LA, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Amount, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT _RISK_EX_LC, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,ENUMVALS, on , ENUMVALID,This column describes-, Currency code of the amount, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT _RISK RATING, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,.,ENUMVALS, on ,ENUMVALID,This column describes-,This is a computed field which is set to the combination of the Inherent Impact and Inherent Likelihood of this risk materializing., [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_SEVERITY, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Use to measure the amount of financial exposure or loss that could result from this risk before controls are applied. This value is used to compute the Inherent Risk Exposure field., [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_SEVERIT_BA, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Base Currency Amount, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT _SEVERIT_BC, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-,Base Currency code of the amount, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_SEVERIT_ER, of datatype - , DECFLOAT,. This is ,not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-,Exchange Rate, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT _SEVERIT_LA, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , [NULL],., [NULL], on , [NULL],This column describes-, Amount, [NULL],,,,
This table- ,TestSchema,., RISK, contains column named - , INHERENT_SEVERIT_LC, of datatype - ,DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with ,TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-, Currency code of the amount, [NULL],,,,
This table- ,TestSchema,., ISSUE, contains column named - , INHRNTRSKLVL, of datatype - , DECFLOAT,. This is , not , a primary key for this table.,,This column can be used to join with , TestSchema,., ENUMVALS, on , ENUMVALID,This column describes-, Inherent Risk Level, [NULL],,,,
